"No.","Time","Source","Destination","Protocol","Length","Info"
"47711","20:21:36.050770600","192.168.0.22","192.168.0.23","UDP","156","4997  >  60144 Len=114"
"47712","20:21:36.050770600","192.168.0.22","192.168.0.23","UDP","156","4997  >  36647 Len=114"
"47713","20:21:36.050794600","192.168.0.22","192.168.0.23","UDP","156","4997  >  36317 Len=114"
"47714","20:21:36.050794700","192.168.0.22","192.168.0.23","UDP","156","4997  >  47548 Len=114"
"47715","20:21:36.050794700","192.168.0.22","192.168.0.23","UDP","156","4997  >  47439 Len=114"
"47716","20:21:36.050794700","192.168.0.22","192.168.0.23","UDP","156","4997  >  51841 Len=114"
"47717","20:21:36.050794800","192.168.0.22","192.168.0.23","UDP","156","4997  >  35703 Len=114"
"47718","20:21:36.050796900","192.168.0.22","192.168.0.23","UDP","156","4997  >  36724 Len=114"
"47719","20:21:36.050827500","192.168.0.22","192.168.0.23","UDP","156","4997  >  47863 Len=114"
"47720","20:21:36.050827500","192.168.0.22","192.168.0.23","UDP","156","4997  >  36356 Len=114"
"47721","20:21:36.050827500","192.168.0.22","192.168.0.23","UDP","156","4997  >  34125 Len=114"
"47722","20:21:36.050827600","192.168.0.22","192.168.0.23","UDP","156","4997  >  50465 Len=114"
"47723","20:21:36.050827600","192.168.0.22","192.168.0.23","UDP","156","4997  >  58580 Len=114"
"47724","20:21:36.050827600","192.168.0.22","192.168.0.23","UDP","156","4997  >  48785 Len=114"
"47726","20:21:36.248727100","192.168.0.23","192.168.0.22","UDP","128","47439  >  4997 Len=86"
"47727","20:21:36.249238900","10.45.0.20","192.168.0.11","GTP <TCP>","118","35709  >  6969 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM=1 TSval=1364815782 TSecr=0 WS=128"
"47728","20:21:36.250559100","192.168.0.21","192.168.0.11","TCP","74","35709  >  6969 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM=1 TSval=1364815782 TSecr=0 WS=128"
"47729","20:21:36.250578600","192.168.0.11","192.168.0.21","TCP","74","6969  >  35709 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=994540868 TSecr=1364815782 WS=128"
"47730","20:21:36.251071000","192.168.0.11","10.45.0.20","GTP <TCP>","118","6969  >  35709 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=994540868 TSecr=1364815782 WS=128"
"47731","20:21:36.251213400","192.168.0.22","192.168.0.23","UDP","128","4997  >  47439 Len=86"
"47732","20:21:36.251696800","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47733","20:21:36.251696800","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1364815785 TSecr=994540868"
"47734","20:21:36.251696800","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=1364815785 TSecr=994540868"
"47735","20:21:36.252254500","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"47736","20:21:36.252254600","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"47737","20:21:36.252302700","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"47738","20:21:36.252302700","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"47739","20:21:36.252343100","192.168.0.23","192.168.0.22","UDP","231","47439  >  4997 Len=189"
"47740","20:21:36.252410700","10.45.0.20","192.168.0.11","GTP <HTTP>","221","GET /?application=img_down&size=512 HTTP/1.1 "
"47741","20:21:36.252463100","192.168.0.21","192.168.0.11","HTTP","177","GET /?application=img_down&size=512 HTTP/1.1 "
"47742","20:21:36.252476300","192.168.0.11","192.168.0.21","TCP","66","6969  >  35709 [ACK] Seq=1 Ack=112 Win=65152 Len=0 TSval=994540870 TSecr=1364815786"
"47743","20:21:36.252790400","192.168.0.11","192.168.0.21","TCP","182","6969  >  35709 [PSH, ACK] Seq=1 Ack=112 Win=65152 Len=116 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47744","20:21:36.252811600","192.168.0.11","192.168.0.21","TCP","6806","6969  >  35709 [PSH, ACK] Seq=117 Ack=112 Win=65152 Len=6740 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47745","20:21:36.252814500","192.168.0.11","192.168.0.21","TCP","2762","6969  >  35709 [PSH, ACK] Seq=6857 Ack=112 Win=65152 Len=2696 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47746","20:21:36.252846800","192.168.0.11","192.168.0.21","HTTP","86","HTTP/1.0 200 OK  (PNG)"
"47747","20:21:36.253686800","192.168.0.11","10.45.0.20","GTP <TCP>","110","6969  >  35709 [ACK] Seq=1 Ack=112 Win=65152 Len=0 TSval=994540870 TSecr=1364815786"
"47748","20:21:36.253686900","192.168.0.11","10.45.0.20","GTP <TCP>","226","6969  >  35709 [PSH, ACK] Seq=1 Ack=112 Win=65152 Len=116 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47749","20:21:36.253686900","192.168.0.11","10.45.0.20","GTP <TCP>","1458","6969  >  35709 [ACK] Seq=117 Ack=112 Win=65152 Len=1348 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47750","20:21:36.253686900","192.168.0.11","10.45.0.20","GTP <TCP>","1458","6969  >  35709 [ACK] Seq=1465 Ack=112 Win=65152 Len=1348 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47751","20:21:36.253686900","192.168.0.11","10.45.0.20","GTP <TCP>","1458","6969  >  35709 [ACK] Seq=2813 Ack=112 Win=65152 Len=1348 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47752","20:21:36.253687000","192.168.0.11","10.45.0.20","GTP <TCP>","1458","6969  >  35709 [ACK] Seq=4161 Ack=112 Win=65152 Len=1348 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47753","20:21:36.253687000","192.168.0.11","10.45.0.20","GTP <TCP>","1458","6969  >  35709 [PSH, ACK] Seq=5509 Ack=112 Win=65152 Len=1348 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47754","20:21:36.253687000","192.168.0.11","10.45.0.20","GTP <TCP>","1458","6969  >  35709 [ACK] Seq=6857 Ack=112 Win=65152 Len=1348 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47755","20:21:36.253693800","192.168.0.11","10.45.0.20","GTP <TCP>","1458","6969  >  35709 [PSH, ACK] Seq=8205 Ack=112 Win=65152 Len=1348 TSval=994540870 TSecr=1364815786 [TCP segment of a reassembled PDU]"
"47756","20:21:36.253693800","192.168.0.11","10.45.0.20","GTP <HTTP>","130","HTTP/1.0 200 OK  (PNG)"
"47757","20:21:36.253813400","192.168.0.22","192.168.0.23","UDP","120","4997  >  47439 Len=78"
"47758","20:21:36.253813500","192.168.0.22","192.168.0.23","UDP","236","4997  >  47439 Len=194"
"47759","20:21:36.253813500","192.168.0.22","192.168.0.23","UDP","1468","4997  >  47439 Len=1426"
"47760","20:21:36.253813500","192.168.0.22","192.168.0.23","UDP","1468","4997  >  47439 Len=1426"
"47761","20:21:36.253813500","192.168.0.22","192.168.0.23","UDP","1468","4997  >  47439 Len=1426"
"47762","20:21:36.253813600","192.168.0.22","192.168.0.23","UDP","1468","4997  >  47439 Len=1426"
"47763","20:21:36.253813600","192.168.0.22","192.168.0.23","UDP","1468","4997  >  47439 Len=1426"
"47764","20:21:36.253813600","192.168.0.22","192.168.0.23","UDP","1468","4997  >  47439 Len=1426"
"47765","20:21:36.253819500","192.168.0.22","192.168.0.23","UDP","1468","4997  >  47439 Len=1426"
"47766","20:21:36.253819500","192.168.0.22","192.168.0.23","UDP","140","4997  >  47439 Len=98"
"47767","20:21:36.254784800","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47768","20:21:36.254784800","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47769","20:21:36.254784800","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47770","20:21:36.254784800","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47771","20:21:36.254784900","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47772","20:21:36.254784900","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47773","20:21:36.254784900","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47774","20:21:36.254784900","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47775","20:21:36.254789200","192.168.0.23","192.168.0.22","UDP","120","47439  >  4997 Len=78"
"47776","20:21:36.256004200","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=117 Win=65280 Len=0 TSval=1364815787 TSecr=994540870"
"47777","20:21:36.256004300","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=1465 Win=64000 Len=0 TSval=1364815787 TSecr=994540870"
"47778","20:21:36.256004300","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=2813 Win=62720 Len=0 TSval=1364815787 TSecr=994540870"
"47779","20:21:36.256004300","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=4161 Win=61440 Len=0 TSval=1364815787 TSecr=994540870"
"47780","20:21:36.256004300","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=5509 Win=60288 Len=0 TSval=1364815787 TSecr=994540870"
"47781","20:21:36.256004400","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=6857 Win=59136 Len=0 TSval=1364815787 TSecr=994540870"
"47782","20:21:36.256004400","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=8205 Win=57984 Len=0 TSval=1364815787 TSecr=994540870"
"47783","20:21:36.256004400","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [ACK] Seq=112 Ack=9553 Win=56832 Len=0 TSval=1364815787 TSecr=994540870"
"47784","20:21:36.256006800","10.45.0.20","192.168.0.11","GTP <TCP>","110","35709  >  6969 [FIN, ACK] Seq=112 Ack=9574 Win=64256 Len=0 TSval=1364815788 TSecr=994540870"
"47785","20:21:36.256071200","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=117 Win=65280 Len=0 TSval=1364815787 TSecr=994540870"
"47786","20:21:36.256071200","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=1465 Win=64000 Len=0 TSval=1364815787 TSecr=994540870"
"47787","20:21:36.256071200","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=2813 Win=62720 Len=0 TSval=1364815787 TSecr=994540870"
"47788","20:21:36.256071200","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=4161 Win=61440 Len=0 TSval=1364815787 TSecr=994540870"
"47789","20:21:36.256071300","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=5509 Win=60288 Len=0 TSval=1364815787 TSecr=994540870"
"47790","20:21:36.256071300","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=6857 Win=59136 Len=0 TSval=1364815787 TSecr=994540870"
"47791","20:21:36.256071300","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=8205 Win=57984 Len=0 TSval=1364815787 TSecr=994540870"
"47792","20:21:36.256071300","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [ACK] Seq=112 Ack=9553 Win=56832 Len=0 TSval=1364815787 TSecr=994540870"
"47793","20:21:36.256083300","192.168.0.21","192.168.0.11","TCP","66","35709  >  6969 [FIN, ACK] Seq=112 Ack=9574 Win=64256 Len=0 TSval=1364815788 TSecr=994540870"
"47794","20:21:36.256087800","192.168.0.11","192.168.0.21","TCP","66","6969  >  35709 [ACK] Seq=9574 Ack=113 Win=65152 Len=0 TSval=994540873 TSecr=1364815788"
"47795","20:21:36.256181900","192.168.0.11","10.45.0.20","GTP <TCP>","110","6969  >  35709 [ACK] Seq=9574 Ack=113 Win=65152 Len=0 TSval=994540873 TSecr=1364815788"
"47796","20:21:36.256235200","192.168.0.22","192.168.0.23","UDP","120","4997  >  47439 Len=78"
"47798","20:21:36.451454600","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"47799","20:21:36.451454700","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"47800","20:21:36.451454700","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"47801","20:21:36.451454700","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"47802","20:21:36.451454700","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"47803","20:21:36.451895600","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"47804","20:21:36.451895600","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"47805","20:21:36.451895700","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"47806","20:21:36.451895700","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"47807","20:21:36.451895700","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"47808","20:21:36.452465900","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"47809","20:21:36.452466000","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"47810","20:21:36.452535300","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"47811","20:21:36.452535400","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"47812","20:21:36.456555100","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"47813","20:21:36.456598300","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"47817","20:21:36.652822200","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"47818","20:21:36.652822400","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"47819","20:21:36.652822400","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"47820","20:21:36.652952400","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"47821","20:21:36.652952400","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"47822","20:21:36.652952500","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"47825","20:21:36.853237600","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"47826","20:21:36.853237700","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"47827","20:21:36.853347900","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"47828","20:21:36.853347900","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"47837","20:21:37.231305400","192.168.0.17","192.168.0.12","HTTP2","132","HEADERS[208111]"
"47838","20:21:37.231305500","192.168.0.17","192.168.0.12","HTTP2","147","DATA[208111]"
"47839","20:21:37.231412300","192.168.0.12","192.168.0.17","TCP","66","7777  >  56452 [ACK] Seq=2612 Ack=11026 Win=501 Len=0 TSval=185577172 TSecr=2940908352"
"47840","20:21:37.231494200","192.168.0.12","192.168.0.17","HTTP2","101","HEADERS[208111]: 204 No Content"
"47841","20:21:37.231532600","192.168.0.17","192.168.0.12","TCP","66","56452  >  7777 [ACK] Seq=11026 Ack=2647 Win=501 Len=0 TSval=2940908353 TSecr=185577172"
"47842","20:21:37.234273600","192.168.0.21","192.168.0.14","PFCP","58","PFCP Heartbeat Request"
"47843","20:21:37.235113300","192.168.0.14","192.168.0.21","PFCP","58","PFCP Heartbeat Response"
"47844","20:21:37.235113400","192.168.0.14","192.168.0.21","PFCP","58","PFCP Heartbeat Request"
"47845","20:21:37.235199700","192.168.0.21","192.168.0.14","PFCP","58","PFCP Heartbeat Response"
"47846","20:21:37.253673600","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"47847","20:21:37.253673800","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"47848","20:21:37.253863200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"47849","20:21:37.253863300","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"47850","20:21:37.352582900","192.168.0.18","192.168.0.12","HTTP2","132","HEADERS[208141]"
"47851","20:21:37.352583000","192.168.0.18","192.168.0.12","HTTP2","147","DATA[208141]"
"47852","20:21:37.352995900","192.168.0.12","192.168.0.18","TCP","66","7777  >  41726 [ACK] Seq=2612 Ack=11026 Win=745 Len=0 TSval=1932911775 TSecr=460998679"
"47853","20:21:37.352995900","192.168.0.12","192.168.0.18","HTTP2","101","HEADERS[208141]: 204 No Content"
"47854","20:21:37.353049700","192.168.0.18","192.168.0.12","TCP","66","41726  >  7777 [ACK] Seq=11026 Ack=2647 Win=674 Len=0 TSval=460998680 TSecr=1932911775"
"47856","20:21:37.452973300","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"47857","20:21:37.452973300","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"47858","20:21:37.452988800","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"47859","20:21:37.452988800","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"47860","20:21:37.452988800","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"47861","20:21:37.453156200","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"47862","20:21:37.453156200","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"47863","20:21:37.453156200","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"47864","20:21:37.453156300","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"47865","20:21:37.453156300","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"47866","20:21:37.453576300","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"47867","20:21:37.453576300","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"47868","20:21:37.453630200","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"47869","20:21:37.453630200","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"47870","20:21:37.457827200","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"47871","20:21:37.457862900","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"47872","20:21:37.464527700","192.168.0.13","192.168.0.22","SCTP","98","HEARTBEAT "
"47873","20:21:37.464580500","192.168.0.22","192.168.0.13","SCTP","98","HEARTBEAT_ACK "
"47877","20:21:37.654510200","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"47878","20:21:37.654510300","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"47879","20:21:37.654510300","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"47880","20:21:37.654924500","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"47881","20:21:37.654924600","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"47882","20:21:37.654924600","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"47885","20:21:37.854415100","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"47886","20:21:37.854415200","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"47887","20:21:37.854596700","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"47888","20:21:37.854596700","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"47889","20:21:37.913806700","192.168.0.19","192.168.0.12","HTTP2","132","HEADERS[208109]"
"47890","20:21:37.913806800","192.168.0.19","192.168.0.12","HTTP2","147","DATA[208109]"
"47891","20:21:37.913914600","192.168.0.12","192.168.0.19","TCP","66","7777  >  54126 [ACK] Seq=2647 Ack=11173 Win=501 Len=0 TSval=1554185200 TSecr=2413864815"
"47892","20:21:37.914009900","192.168.0.12","192.168.0.19","HTTP2","101","HEADERS[208109]: 204 No Content"
"47893","20:21:37.914074400","192.168.0.19","192.168.0.12","TCP","66","54126  >  7777 [ACK] Seq=11173 Ack=2682 Win=501 Len=0 TSval=2413864816 TSecr=1554185200"
"47902","20:21:38.254931400","192.168.0.23","192.168.0.22","UDP","67","36356  >  4997 Len=25"
"47903","20:21:38.255007100","192.168.0.23","192.168.0.22","UDP","67","36317  >  4997 Len=25"
"47904","20:21:38.255096100","192.168.0.22","192.168.0.23","UDP","59","4997  >  36356 Len=17"
"47905","20:21:38.255096100","192.168.0.22","192.168.0.23","UDP","59","4997  >  36317 Len=17"
"47906","20:21:38.454343800","192.168.0.23","192.168.0.22","UDP","67","50465  >  4997 Len=25"
"47907","20:21:38.454343900","192.168.0.23","192.168.0.22","UDP","67","48785  >  4997 Len=25"
"47908","20:21:38.454343900","192.168.0.23","192.168.0.22","UDP","67","60144  >  4997 Len=25"
"47909","20:21:38.454344000","192.168.0.23","192.168.0.22","UDP","67","49066  >  4997 Len=25"
"47910","20:21:38.454344000","192.168.0.23","192.168.0.22","UDP","67","47548  >  4997 Len=25"
"47911","20:21:38.454530000","192.168.0.22","192.168.0.23","UDP","59","4997  >  50465 Len=17"
"47912","20:21:38.454530100","192.168.0.22","192.168.0.23","UDP","59","4997  >  48785 Len=17"
"47913","20:21:38.454530100","192.168.0.22","192.168.0.23","UDP","59","4997  >  60144 Len=17"
"47914","20:21:38.454530100","192.168.0.22","192.168.0.23","UDP","59","4997  >  49066 Len=17"
"47915","20:21:38.454530100","192.168.0.22","192.168.0.23","UDP","59","4997  >  47548 Len=17"
"47916","20:21:38.454984400","192.168.0.23","192.168.0.22","UDP","67","58580  >  4997 Len=25"
"47917","20:21:38.454984500","192.168.0.23","192.168.0.22","UDP","67","36724  >  4997 Len=25"
"47918","20:21:38.455181400","192.168.0.22","192.168.0.23","UDP","59","4997  >  58580 Len=17"
"47919","20:21:38.455181400","192.168.0.22","192.168.0.23","UDP","59","4997  >  36724 Len=17"
"47920","20:21:38.459034300","192.168.0.23","192.168.0.22","UDP","67","47439  >  4997 Len=25"
"47921","20:21:38.459115600","192.168.0.22","192.168.0.23","UDP","59","4997  >  47439 Len=17"
"47926","20:21:38.656598000","192.168.0.23","192.168.0.22","UDP","67","34125  >  4997 Len=25"
"47927","20:21:38.656598100","192.168.0.23","192.168.0.22","UDP","67","51841  >  4997 Len=25"
"47928","20:21:38.656598100","192.168.0.23","192.168.0.22","UDP","67","36647  >  4997 Len=25"
"47929","20:21:38.657720300","192.168.0.22","192.168.0.23","UDP","59","4997  >  34125 Len=17"
"47930","20:21:38.657720300","192.168.0.22","192.168.0.23","UDP","59","4997  >  51841 Len=17"
"47931","20:21:38.657720300","192.168.0.22","192.168.0.23","UDP","59","4997  >  36647 Len=17"
"47933","20:21:38.855788800","192.168.0.23","192.168.0.22","UDP","67","35703  >  4997 Len=25"
"47934","20:21:38.855788900","192.168.0.23","192.168.0.22","UDP","67","47863  >  4997 Len=25"
"47935","20:21:38.855913300","192.168.0.22","192.168.0.23","UDP","59","4997  >  35703 Len=17"
"47936","20:21:38.855913300","192.168.0.22","192.168.0.23","UDP","59","4997  >  47863 Len=17"
"47945","20:21:39.187274800","192.168.0.23","192.168.0.22","UDP","128","47863  >  4997 Len=86"
"47946","20:21:39.187558500","10.45.0.15","192.168.0.11","GTP <TCP>","118","57385  >  6969 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM=1 TSval=616208560 TSecr=0 WS=128"
"47947","20:21:39.187919600","192.168.0.21","192.168.0.11","TCP","74","57385  >  6969 [SYN] Seq=0 Win=65280 Len=0 MSS=1360 SACK_PERM=1 TSval=616208560 TSecr=0 WS=128"
"47948","20:21:39.187940500","192.168.0.11","192.168.0.21","TCP","74","6969  >  57385 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=994543805 TSecr=616208560 WS=128"
"47949","20:21:39.188747200","192.168.0.11","10.45.0.15","GTP <TCP>","118","6969  >  57385 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM=1 TSval=994543805 TSecr=616208560 WS=128"
"47950","20:21:39.188840800","192.168.0.22","192.168.0.23","UDP","128","4997  >  47863 Len=86"
"47951","20:21:39.189385100","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"47952","20:21:39.189385200","192.168.0.23","192.168.0.22","UDP","230","47863  >  4997 Len=188"
"47953","20:21:39.189441000","10.45.0.15","192.168.0.11","GTP <TCP>","110","57385  >  6969 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=616208562 TSecr=994543805"
"47954","20:21:39.189441000","10.45.0.15","192.168.0.11","GTP <HTTP>","220","GET /?application=img_down&size=32 HTTP/1.1 "
"47955","20:21:39.189495700","192.168.0.21","192.168.0.11","TCP","66","57385  >  6969 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=616208562 TSecr=994543805"
"47956","20:21:39.189495700","192.168.0.21","192.168.0.11","HTTP","176","GET /?application=img_down&size=32 HTTP/1.1 "
"47957","20:21:39.189526600","192.168.0.11","192.168.0.21","TCP","66","6969  >  57385 [ACK] Seq=1 Ack=111 Win=65152 Len=0 TSval=994543807 TSecr=616208562"
"47958","20:21:39.189630000","192.168.0.11","10.45.0.15","GTP <TCP>","110","6969  >  57385 [ACK] Seq=1 Ack=111 Win=65152 Len=0 TSval=994543807 TSecr=616208562"
"47959","20:21:39.189673100","192.168.0.22","192.168.0.23","UDP","120","4997  >  47863 Len=78"
"47960","20:21:39.189942000","192.168.0.11","192.168.0.21","TCP","182","6969  >  57385 [PSH, ACK] Seq=1 Ack=111 Win=65152 Len=116 TSval=994543807 TSecr=616208562 [TCP segment of a reassembled PDU]"
"47961","20:21:39.189985500","192.168.0.11","192.168.0.21","HTTP","1395","HTTP/1.0 200 OK  (PNG)"
"47962","20:21:39.190570500","192.168.0.11","10.45.0.15","GTP <TCP>","226","6969  >  57385 [PSH, ACK] Seq=1 Ack=111 Win=65152 Len=116 TSval=994543807 TSecr=616208562 [TCP segment of a reassembled PDU]"
"47963","20:21:39.190570500","192.168.0.11","10.45.0.15","GTP <HTTP>","1439","HTTP/1.0 200 OK  (PNG)"
"47964","20:21:39.190643200","192.168.0.22","192.168.0.23","UDP","236","4997  >  47863 Len=194"
"47965","20:21:39.190643200","192.168.0.22","192.168.0.23","UDP","1449","4997  >  47863 Len=1407"
"47966","20:21:39.191282200","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"47967","20:21:39.191282200","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"47968","20:21:39.191282300","192.168.0.23","192.168.0.22","UDP","120","47863  >  4997 Len=78"
"47969","20:21:39.191354700","10.45.0.15","192.168.0.11","GTP <TCP>","110","57385  >  6969 [ACK] Seq=111 Ack=117 Win=65280 Len=0 TSval=616208564 TSecr=994543807"
"47970","20:21:39.191354700","10.45.0.15","192.168.0.11","GTP <TCP>","110","57385  >  6969 [ACK] Seq=111 Ack=1447 Win=64256 Len=0 TSval=616208564 TSecr=994543807"
